BRC Query: Small,Points,# Of Points
"[12, 28, 15, 31]","[(12, 28), (12, 29), (13, 28), (13, 29), (12, 30), (12, 31), (13, 30), (13, 31), (14, 28), (14, 29), (15, 28), (15, 29), (14, 30), (14, 31), (15, 30), (15, 31)]",16
"[0, 27, 3, 30]","[(0, 27), (1, 27), (2, 27), (3, 27), (0, 28), (0, 29), (1, 28), (1, 29), (0, 30), (1, 30), (2, 28), (2, 29), (3, 28), (3, 29), (2, 30), (3, 30)]",16
"[16, 2, 19, 5]","[(16, 2), (16, 3), (17, 2), (17, 3), (18, 2), (18, 3), (19, 2), (19, 3), (16, 4), (16, 5), (17, 4), (17, 5), (18, 4), (18, 5), (19, 4), (19, 5)]",16
"[21, 27, 24, 30]","[(21, 27), (22, 27), (23, 27), (21, 28), (21, 29), (21, 30), (22, 28), (22, 29), (23, 28), (23, 29), (22, 30), (23, 30), (24, 27), (24, 28), (24, 29), (24, 30)]",16
"[2, 21, 5, 24]","[(2, 21), (3, 21), (2, 22), (2, 23), (3, 22), (3, 23), (4, 21), (5, 21), (4, 22), (4, 23), (5, 22), (5, 23), (2, 24), (3, 24), (4, 24), (5, 24)]",16
"[23, 29, 26, 32]","[(23, 29), (23, 30), (23, 31), (24, 29), (25, 29), (24, 30), (24, 31), (25, 30), (25, 31), (26, 29), (26, 30), (26, 31)]",12
"[21, 12, 24, 15]","[(21, 12), (21, 13), (21, 14), (21, 15), (22, 12), (22, 13), (23, 12), (23, 13), (22, 14), (22, 15), (23, 14), (23, 15), (24, 12), (24, 13), (24, 14), (24, 15)]",16
"[0, 11, 3, 14]","[(0, 11), (1, 11), (2, 11), (3, 11), (0, 12), (0, 13), (1, 12), (1, 13), (0, 14), (1, 14), (2, 12), (2, 13), (3, 12), (3, 13), (2, 14), (3, 14)]",16
"[1, 3, 4, 6]","[(1, 3), (2, 3), (3, 3), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 4), (3, 5), (2, 6), (3, 6), (4, 3), (4, 4), (4, 5), (4, 6)]",16
"[19, 0, 22, 3]","[(19, 0), (19, 1), (19, 2), (19, 3), (20, 0), (20, 1), (21, 0), (21, 1), (20, 2), (20, 3), (21, 2), (21, 3), (22, 0), (22, 1), (22, 2), (22, 3)]",16
"[8, 27, 11, 30]","[(8, 27), (9, 27), (10, 27), (11, 27), (8, 28), (8, 29), (9, 28), (9, 29), (8, 30), (9, 30), (10, 28), (10, 29), (11, 28), (11, 29), (10, 30), (11, 30)]",16
"[20, 22, 23, 25]","[(20, 22), (20, 23), (21, 22), (21, 23), (22, 22), (22, 23), (23, 22), (23, 23), (20, 24), (20, 25), (21, 24), (21, 25), (22, 24), (22, 25), (23, 24), (23, 25)]",16
"[9, 23, 12, 26]","[(9, 23), (10, 23), (11, 23), (12, 23), (9, 24), (9, 25), (9, 26), (10, 24), (10, 25), (11, 24), (11, 25), (10, 26), (11, 26), (12, 24), (12, 25), (12, 26)]",16
"[28, 7, 31, 10]","[(28, 7), (29, 7), (30, 7), (31, 7), (28, 8), (28, 9), (29, 8), (29, 9), (28, 10), (29, 10), (30, 8), (30, 9), (31, 8), (31, 9), (30, 10), (31, 10)]",16
"[4, 24, 7, 27]","[(4, 24), (4, 25), (5, 24), (5, 25), (4, 26), (4, 27), (5, 26), (5, 27), (6, 24), (6, 25), (7, 24), (7, 25), (6, 26), (6, 27), (7, 26), (7, 27)]",16
"[18, 9, 21, 12]","[(18, 9), (19, 9), (18, 10), (18, 11), (19, 10), (19, 11), (18, 12), (19, 12), (20, 9), (21, 9), (20, 10), (20, 11), (21, 10), (21, 11), (20, 12), (21, 12)]",16
"[6, 3, 9, 6]","[(6, 3), (7, 3), (6, 4), (6, 5), (7, 4), (7, 5), (6, 6), (7, 6), (8, 3), (9, 3), (8, 4), (8, 5), (9, 4), (9, 5), (8, 6), (9, 6)]",16
"[13, 14, 16, 17]","[(13, 14), (13, 15), (14, 14), (14, 15), (15, 14), (15, 15), (13, 16), (13, 17), (14, 16), (14, 17), (15, 16), (15, 17), (16, 14), (16, 15), (16, 16), (16, 17)]",16
"[22, 10, 25, 13]","[(22, 10), (22, 11), (23, 10), (23, 11), (22, 12), (22, 13), (23, 12), (23, 13), (24, 10), (24, 11), (25, 10), (25, 11), (24, 12), (24, 13), (25, 12), (25, 13)]",16
"[12, 5, 15, 8]","[(12, 5), (13, 5), (12, 6), (12, 7), (13, 6), (13, 7), (14, 5), (15, 5), (14, 6), (14, 7), (15, 6), (15, 7), (12, 8), (13, 8), (14, 8), (15, 8)]",16
"[10, 13, 13, 16]","[(10, 13), (11, 13), (10, 14), (10, 15), (11, 14), (11, 15), (12, 13), (13, 13), (12, 14), (12, 15), (13, 14), (13, 15), (10, 16), (11, 16), (12, 16), (13, 16)]",16
"[20, 28, 23, 31]","[(20, 28), (20, 29), (21, 28), (21, 29), (20, 30), (20, 31), (21, 30), (21, 31), (22, 28), (22, 29), (23, 28), (23, 29), (22, 30), (22, 31), (23, 30), (23, 31)]",16
"[21, 13, 24, 16]","[(21, 13), (21, 14), (21, 15), (22, 13), (23, 13), (22, 14), (22, 15), (23, 14), (23, 15), (24, 13), (24, 14), (24, 15), (21, 16), (22, 16), (23, 16), (24, 16)]",16
"[4, 14, 7, 17]","[(4, 14), (4, 15), (5, 14), (5, 15), (6, 14), (6, 15), (7, 14), (7, 15), (4, 16), (4, 17), (5, 16), (5, 17), (6, 16), (6, 17), (7, 16), (7, 17)]",16
"[29, 22, 32, 25]","[(29, 22), (29, 23), (30, 22), (30, 23), (31, 22), (31, 23), (29, 24), (29, 25), (30, 24), (30, 25), (31, 24), (31, 25)]",12
"[4, 16, 7, 19]","[(4, 16), (4, 17), (5, 16), (5, 17), (4, 18), (4, 19), (5, 18), (5, 19), (6, 16), (6, 17), (7, 16), (7, 17), (6, 18), (6, 19), (7, 18), (7, 19)]",16
"[10, 4, 13, 7]","[(10, 4), (10, 5), (11, 4), (11, 5), (10, 6), (10, 7), (11, 6), (11, 7), (12, 4), (12, 5), (13, 4), (13, 5), (12, 6), (12, 7), (13, 6), (13, 7)]",16
"[6, 29, 9, 32]","[(6, 29), (7, 29), (6, 30), (6, 31), (7, 30), (7, 31), (8, 29), (9, 29), (8, 30), (8, 31), (9, 30), (9, 31)]",12
"[5, 14, 8, 17]","[(5, 14), (5, 15), (6, 14), (6, 15), (7, 14), (7, 15), (8, 14), (8, 15), (5, 16), (5, 17), (6, 16), (6, 17), (7, 16), (7, 17), (8, 16), (8, 17)]",16
"[11, 25, 14, 28]","[(11, 25), (11, 26), (11, 27), (11, 28), (12, 25), (13, 25), (12, 26), (12, 27), (13, 26), (13, 27), (14, 25), (14, 26), (14, 27), (12, 28), (13, 28), (14, 28)]",16
"[12, 13, 15, 16]","[(12, 13), (13, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 13), (15, 13), (14, 14), (14, 15), (15, 14), (15, 15), (12, 16), (13, 16), (14, 16), (15, 16)]",16
"[25, 15, 28, 18]","[(25, 15), (26, 15), (27, 15), (28, 15), (25, 16), (25, 17), (25, 18), (26, 16), (26, 17), (27, 16), (27, 17), (26, 18), (27, 18), (28, 16), (28, 17), (28, 18)]",16
"[12, 23, 15, 26]","[(12, 23), (13, 23), (14, 23), (15, 23), (12, 24), (12, 25), (13, 24), (13, 25), (12, 26), (13, 26), (14, 24), (14, 25), (15, 24), (15, 25), (14, 26), (15, 26)]",16
"[7, 25, 10, 28]","[(7, 25), (7, 26), (7, 27), (7, 28), (8, 25), (9, 25), (8, 26), (8, 27), (9, 26), (9, 27), (10, 25), (10, 26), (10, 27), (8, 28), (9, 28), (10, 28)]",16
"[6, 14, 9, 17]","[(6, 14), (6, 15), (7, 14), (7, 15), (8, 14), (8, 15), (9, 14), (9, 15), (6, 16), (6, 17), (7, 16), (7, 17), (8, 16), (8, 17), (9, 16), (9, 17)]",16
"[6, 18, 9, 21]","[(6, 18), (6, 19), (7, 18), (7, 19), (6, 20), (6, 21), (7, 20), (7, 21), (8, 18), (8, 19), (9, 18), (9, 19), (8, 20), (8, 21), (9, 20), (9, 21)]",16
"[22, 1, 25, 4]","[(22, 1), (23, 1), (22, 2), (22, 3), (23, 2), (23, 3), (22, 4), (23, 4), (24, 1), (25, 1), (24, 2), (24, 3), (25, 2), (25, 3), (24, 4), (25, 4)]",16
"[28, 12, 31, 15]","[(28, 12), (28, 13), (29, 12), (29, 13), (28, 14), (28, 15), (29, 14), (29, 15), (30, 12), (30, 13), (31, 12), (31, 13), (30, 14), (30, 15), (31, 14), (31, 15)]",16
"[1, 7, 4, 10]","[(1, 7), (2, 7), (3, 7), (4, 7), (1, 8), (1, 9), (1, 10), (2, 8), (2, 9), (3, 8), (3, 9), (2, 10), (3, 10), (4, 8), (4, 9), (4, 10)]",16
"[20, 2, 23, 5]","[(20, 2), (20, 3), (21, 2), (21, 3), (22, 2), (22, 3), (23, 2), (23, 3), (20, 4), (20, 5), (21, 4), (21, 5), (22, 4), (22, 5), (23, 4), (23, 5)]",16
"[27, 5, 30, 8]","[(27, 5), (27, 6), (27, 7), (28, 5), (29, 5), (28, 6), (28, 7), (29, 6), (29, 7), (30, 5), (30, 6), (30, 7), (27, 8), (28, 8), (29, 8), (30, 8)]",16
"[11, 1, 14, 4]","[(11, 1), (11, 2), (11, 3), (11, 4), (12, 1), (13, 1), (12, 2), (12, 3), (13, 2), (13, 3), (14, 1), (14, 2), (14, 3), (12, 4), (13, 4), (14, 4)]",16
"[23, 20, 26, 23]","[(23, 20), (23, 21), (23, 22), (23, 23), (24, 20), (24, 21), (25, 20), (25, 21), (24, 22), (24, 23), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23)]",16
"[21, 5, 24, 8]","[(21, 5), (21, 6), (21, 7), (22, 5), (23, 5), (22, 6), (22, 7), (23, 6), (23, 7), (21, 8), (22, 8), (23, 8), (24, 5), (24, 6), (24, 7), (24, 8)]",16
"[7, 19, 10, 22]","[(7, 19), (7, 20), (7, 21), (7, 22), (8, 19), (9, 19), (10, 19), (8, 20), (8, 21), (9, 20), (9, 21), (8, 22), (9, 22), (10, 20), (10, 21), (10, 22)]",16
"[9, 19, 12, 22]","[(9, 19), (10, 19), (11, 19), (9, 20), (9, 21), (9, 22), (10, 20), (10, 21), (11, 20), (11, 21), (10, 22), (11, 22), (12, 19), (12, 20), (12, 21), (12, 22)]",16
"[2, 22, 5, 25]","[(2, 22), (2, 23), (3, 22), (3, 23), (4, 22), (4, 23), (5, 22), (5, 23), (2, 24), (2, 25), (3, 24), (3, 25), (4, 24), (4, 25), (5, 24), (5, 25)]",16
"[27, 16, 30, 19]","[(27, 16), (27, 17), (27, 18), (27, 19), (28, 16), (28, 17), (29, 16), (29, 17), (28, 18), (28, 19), (29, 18), (29, 19), (30, 16), (30, 17), (30, 18), (30, 19)]",16
"[24, 9, 27, 12]","[(24, 9), (25, 9), (24, 10), (24, 11), (25, 10), (25, 11), (26, 9), (27, 9), (26, 10), (26, 11), (27, 10), (27, 11), (24, 12), (25, 12), (26, 12), (27, 12)]",16
"[24, 28, 27, 31]","[(24, 28), (24, 29), (25, 28), (25, 29), (24, 30), (24, 31), (25, 30), (25, 31), (26, 28), (26, 29), (27, 28), (27, 29), (26, 30), (26, 31), (27, 30), (27, 31)]",16
"[28, 11, 31, 14]","[(28, 11), (29, 11), (30, 11), (31, 11), (28, 12), (28, 13), (29, 12), (29, 13), (28, 14), (29, 14), (30, 12), (30, 13), (31, 12), (31, 13), (30, 14), (31, 14)]",16
"[13, 14, 16, 17]","[(13, 14), (13, 15), (14, 14), (14, 15), (15, 14), (15, 15), (13, 16), (13, 17), (14, 16), (14, 17), (15, 16), (15, 17), (16, 14), (16, 15), (16, 16), (16, 17)]",16
"[1, 20, 4, 23]","[(1, 20), (1, 21), (1, 22), (1, 23), (2, 20), (2, 21), (3, 20), (3, 21), (2, 22), (2, 23), (3, 22), (3, 23), (4, 20), (4, 21), (4, 22), (4, 23)]",16
"[22, 16, 25, 19]","[(22, 16), (22, 17), (23, 16), (23, 17), (22, 18), (22, 19), (23, 18), (23, 19), (24, 16), (24, 17), (25, 16), (25, 17), (24, 18), (24, 19), (25, 18), (25, 19)]",16
"[21, 20, 24, 23]","[(21, 20), (21, 21), (21, 22), (21, 23), (22, 20), (22, 21), (23, 20), (23, 21), (22, 22), (22, 23), (23, 22), (23, 23), (24, 20), (24, 21), (24, 22), (24, 23)]",16
"[17, 29, 20, 32]","[(17, 29), (17, 30), (17, 31), (18, 29), (19, 29), (18, 30), (18, 31), (19, 30), (19, 31), (20, 29), (20, 30), (20, 31)]",12
"[23, 29, 26, 32]","[(23, 29), (23, 30), (23, 31), (24, 29), (25, 29), (24, 30), (24, 31), (25, 30), (25, 31), (26, 29), (26, 30), (26, 31)]",12
"[13, 18, 16, 21]","[(13, 18), (13, 19), (14, 18), (14, 19), (15, 18), (15, 19), (13, 20), (13, 21), (14, 20), (14, 21), (15, 20), (15, 21), (16, 18), (16, 19), (16, 20), (16, 21)]",16
"[14, 15, 17, 18]","[(14, 15), (15, 15), (14, 16), (14, 17), (15, 16), (15, 17), (14, 18), (15, 18), (16, 15), (17, 15), (16, 16), (16, 17), (17, 16), (17, 17), (16, 18), (17, 18)]",16
"[8, 22, 11, 25]","[(8, 22), (8, 23), (9, 22), (9, 23), (10, 22), (10, 23), (11, 22), (11, 23), (8, 24), (8, 25), (9, 24), (9, 25), (10, 24), (10, 25), (11, 24), (11, 25)]",16
"[15, 6, 18, 9]","[(15, 6), (15, 7), (15, 8), (15, 9), (16, 6), (16, 7), (17, 6), (17, 7), (18, 6), (18, 7), (16, 8), (16, 9), (17, 8), (17, 9), (18, 8), (18, 9)]",16
"[10, 8, 13, 11]","[(10, 8), (10, 9), (11, 8), (11, 9), (10, 10), (10, 11), (11, 10), (11, 11), (12, 8), (12, 9), (13, 8), (13, 9), (12, 10), (12, 11), (13, 10), (13, 11)]",16
"[1, 1, 4, 4]","[(1, 1), (1, 2), (1, 3), (2, 1), (3, 1), (2, 2), (2, 3), (3, 2), (3, 3), (1, 4), (2, 4), (3, 4), (4, 1), (4, 2), (4, 3), (4, 4)]",16
"[1, 5, 4, 8]","[(1, 5), (1, 6), (1, 7), (2, 5), (3, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (1, 8), (2, 8), (3, 8), (4, 8)]",16
"[11, 0, 14, 3]","[(11, 0), (11, 1), (11, 2), (11, 3), (12, 0), (12, 1), (13, 0), (13, 1), (12, 2), (12, 3), (13, 2), (13, 3), (14, 0), (14, 1), (14, 2), (14, 3)]",16
"[9, 20, 12, 23]","[(9, 20), (9, 21), (9, 22), (9, 23), (10, 20), (10, 21), (11, 20), (11, 21), (10, 22), (10, 23), (11, 22), (11, 23), (12, 20), (12, 21), (12, 22), (12, 23)]",16
"[0, 4, 3, 7]","[(0, 4), (0, 5), (1, 4), (1, 5), (0, 6), (0, 7), (1, 6), (1, 7), (2, 4), (2, 5), (3, 4), (3, 5), (2, 6), (2, 7), (3, 6), (3, 7)]",16
"[2, 25, 5, 28]","[(2, 25), (3, 25), (2, 26), (2, 27), (3, 26), (3, 27), (2, 28), (3, 28), (4, 25), (5, 25), (4, 26), (4, 27), (5, 26), (5, 27), (4, 28), (5, 28)]",16
"[13, 21, 16, 24]","[(13, 21), (13, 22), (13, 23), (14, 21), (15, 21), (14, 22), (14, 23), (15, 22), (15, 23), (13, 24), (14, 24), (15, 24), (16, 21), (16, 22), (16, 23), (16, 24)]",16
"[7, 19, 10, 22]","[(7, 19), (7, 20), (7, 21), (7, 22), (8, 19), (9, 19), (10, 19), (8, 20), (8, 21), (9, 20), (9, 21), (8, 22), (9, 22), (10, 20), (10, 21), (10, 22)]",16
"[12, 17, 15, 20]","[(12, 17), (13, 17), (12, 18), (12, 19), (13, 18), (13, 19), (14, 17), (15, 17), (14, 18), (14, 19), (15, 18), (15, 19), (12, 20), (13, 20), (14, 20), (15, 20)]",16
"[29, 7, 32, 10]","[(29, 7), (30, 7), (31, 7), (29, 8), (29, 9), (29, 10), (30, 8), (30, 9), (31, 8), (31, 9), (30, 10), (31, 10)]",12
"[14, 6, 17, 9]","[(14, 6), (14, 7), (15, 6), (15, 7), (14, 8), (14, 9), (15, 8), (15, 9), (16, 6), (16, 7), (17, 6), (17, 7), (16, 8), (16, 9), (17, 8), (17, 9)]",16
"[10, 19, 13, 22]","[(10, 19), (11, 19), (10, 20), (10, 21), (11, 20), (11, 21), (10, 22), (11, 22), (12, 19), (13, 19), (12, 20), (12, 21), (13, 20), (13, 21), (12, 22), (13, 22)]",16
"[3, 19, 6, 22]","[(3, 19), (3, 20), (3, 21), (3, 22), (4, 19), (5, 19), (6, 19), (4, 20), (4, 21), (5, 20), (5, 21), (4, 22), (5, 22), (6, 20), (6, 21), (6, 22)]",16
"[28, 2, 31, 5]","[(28, 2), (28, 3), (29, 2), (29, 3), (30, 2), (30, 3), (31, 2), (31, 3), (28, 4), (28, 5), (29, 4), (29, 5), (30, 4), (30, 5), (31, 4), (31, 5)]",16
"[25, 10, 28, 13]","[(25, 10), (25, 11), (26, 10), (26, 11), (27, 10), (27, 11), (25, 12), (25, 13), (26, 12), (26, 13), (27, 12), (27, 13), (28, 10), (28, 11), (28, 12), (28, 13)]",16
"[10, 17, 13, 20]","[(10, 17), (11, 17), (10, 18), (10, 19), (11, 18), (11, 19), (10, 20), (11, 20), (12, 17), (13, 17), (12, 18), (12, 19), (13, 18), (13, 19), (12, 20), (13, 20)]",16
"[14, 28, 17, 31]","[(14, 28), (14, 29), (15, 28), (15, 29), (14, 30), (14, 31), (15, 30), (15, 31), (16, 28), (16, 29), (17, 28), (17, 29), (16, 30), (16, 31), (17, 30), (17, 31)]",16
"[10, 8, 13, 11]","[(10, 8), (10, 9), (11, 8), (11, 9), (10, 10), (10, 11), (11, 10), (11, 11), (12, 8), (12, 9), (13, 8), (13, 9), (12, 10), (12, 11), (13, 10), (13, 11)]",16
"[0, 16, 3, 19]","[(0, 16), (0, 17), (1, 16), (1, 17), (0, 18), (0, 19), (1, 18), (1, 19), (2, 16), (2, 17), (3, 16), (3, 17), (2, 18), (2, 19), (3, 18), (3, 19)]",16
"[1, 6, 4, 9]","[(1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (1, 8), (1, 9), (2, 8), (2, 9), (3, 8), (3, 9), (4, 8), (4, 9)]",16
"[11, 2, 14, 5]","[(11, 2), (11, 3), (11, 4), (11, 5), (12, 2), (12, 3), (13, 2), (13, 3), (14, 2), (14, 3), (12, 4), (12, 5), (13, 4), (13, 5), (14, 4), (14, 5)]",16
"[6, 27, 9, 30]","[(6, 27), (7, 27), (6, 28), (6, 29), (7, 28), (7, 29), (6, 30), (7, 30), (8, 27), (9, 27), (8, 28), (8, 29), (9, 28), (9, 29), (8, 30), (9, 30)]",16
"[16, 11, 19, 14]","[(16, 11), (17, 11), (18, 11), (19, 11), (16, 12), (16, 13), (17, 12), (17, 13), (16, 14), (17, 14), (18, 12), (18, 13), (19, 12), (19, 13), (18, 14), (19, 14)]",16
"[6, 26, 9, 29]","[(6, 26), (6, 27), (7, 26), (7, 27), (6, 28), (6, 29), (7, 28), (7, 29), (8, 26), (8, 27), (9, 26), (9, 27), (8, 28), (8, 29), (9, 28), (9, 29)]",16
"[6, 8, 9, 11]","[(6, 8), (6, 9), (7, 8), (7, 9), (6, 10), (6, 11), (7, 10), (7, 11), (8, 8), (8, 9), (9, 8), (9, 9), (8, 10), (8, 11), (9, 10), (9, 11)]",16
"[21, 23, 24, 26]","[(21, 23), (22, 23), (23, 23), (21, 24), (21, 25), (21, 26), (22, 24), (22, 25), (23, 24), (23, 25), (22, 26), (23, 26), (24, 23), (24, 24), (24, 25), (24, 26)]",16
"[23, 9, 26, 12]","[(23, 9), (23, 10), (23, 11), (23, 12), (24, 9), (25, 9), (24, 10), (24, 11), (25, 10), (25, 11), (26, 9), (26, 10), (26, 11), (24, 12), (25, 12), (26, 12)]",16
"[9, 16, 12, 19]","[(9, 16), (9, 17), (9, 18), (9, 19), (10, 16), (10, 17), (11, 16), (11, 17), (10, 18), (10, 19), (11, 18), (11, 19), (12, 16), (12, 17), (12, 18), (12, 19)]",16
"[27, 12, 30, 15]","[(27, 12), (27, 13), (27, 14), (27, 15), (28, 12), (28, 13), (29, 12), (29, 13), (28, 14), (28, 15), (29, 14), (29, 15), (30, 12), (30, 13), (30, 14), (30, 15)]",16
"[8, 15, 11, 18]","[(8, 15), (9, 15), (10, 15), (11, 15), (8, 16), (8, 17), (9, 16), (9, 17), (8, 18), (9, 18), (10, 16), (10, 17), (11, 16), (11, 17), (10, 18), (11, 18)]",16
"[11, 27, 14, 30]","[(11, 27), (11, 28), (11, 29), (11, 30), (12, 27), (13, 27), (14, 27), (12, 28), (12, 29), (13, 28), (13, 29), (12, 30), (13, 30), (14, 28), (14, 29), (14, 30)]",16
"[22, 7, 25, 10]","[(22, 7), (23, 7), (22, 8), (22, 9), (23, 8), (23, 9), (22, 10), (23, 10), (24, 7), (25, 7), (24, 8), (24, 9), (25, 8), (25, 9), (24, 10), (25, 10)]",16
"[1, 9, 4, 12]","[(1, 9), (1, 10), (1, 11), (2, 9), (3, 9), (2, 10), (2, 11), (3, 10), (3, 11), (1, 12), (2, 12), (3, 12), (4, 9), (4, 10), (4, 11), (4, 12)]",16
"[29, 17, 32, 20]","[(29, 17), (29, 18), (29, 19), (30, 17), (31, 17), (30, 18), (30, 19), (31, 18), (31, 19), (29, 20), (30, 20), (31, 20)]",12
"[2, 0, 5, 3]","[(2, 0), (2, 1), (3, 0), (3, 1), (2, 2), (2, 3), (3, 2), (3, 3), (4, 0), (4, 1), (5, 0), (5, 1), (4, 2), (4, 3), (5, 2), (5, 3)]",16
"[14, 15, 17, 18]","[(14, 15), (15, 15), (14, 16), (14, 17), (15, 16), (15, 17), (14, 18), (15, 18), (16, 15), (17, 15), (16, 16), (16, 17), (17, 16), (17, 17), (16, 18), (17, 18)]",16
"[23, 14, 26, 17]","[(23, 14), (23, 15), (24, 14), (24, 15), (25, 14), (25, 15), (26, 14), (26, 15), (23, 16), (23, 17), (24, 16), (24, 17), (25, 16), (25, 17), (26, 16), (26, 17)]",16
"[1, 29, 4, 32]","[(1, 29), (1, 30), (1, 31), (2, 29), (3, 29), (2, 30), (2, 31), (3, 30), (3, 31), (4, 29), (4, 30), (4, 31)]",12
"[25, 13, 28, 16]","[(25, 13), (25, 14), (25, 15), (26, 13), (27, 13), (26, 14), (26, 15), (27, 14), (27, 15), (28, 13), (28, 14), (28, 15), (25, 16), (26, 16), (27, 16), (28, 16)]",16
"[15, 14, 18, 17]","[(15, 14), (15, 15), (15, 16), (15, 17), (16, 14), (16, 15), (17, 14), (17, 15), (18, 14), (18, 15), (16, 16), (16, 17), (17, 16), (17, 17), (18, 16), (18, 17)]",16
"[14, 3, 17, 6]","[(14, 3), (15, 3), (14, 4), (14, 5), (15, 4), (15, 5), (14, 6), (15, 6), (16, 3), (17, 3), (16, 4), (16, 5), (17, 4), (17, 5), (16, 6), (17, 6)]",16
"[2, 2, 5, 5]","[(2, 2), (2, 3), (3, 2), (3, 3), (2, 4), (2, 5), (3, 4), (3, 5), (4, 2), (4, 3), (5, 2), (5, 3), (4, 4), (4, 5), (5, 4), (5, 5)]",16
"[7, 3, 10, 6]","[(7, 3), (7, 4), (7, 5), (7, 6), (8, 3), (9, 3), (10, 3), (8, 4), (8, 5), (9, 4), (9, 5), (8, 6), (9, 6), (10, 4), (10, 5), (10, 6)]",16
"[26, 24, 29, 27]","[(26, 24), (26, 25), (27, 24), (27, 25), (26, 26), (26, 27), (27, 26), (27, 27), (28, 24), (28, 25), (29, 24), (29, 25), (28, 26), (28, 27), (29, 26), (29, 27)]",16
"[4, 13, 7, 16]","[(4, 13), (5, 13), (4, 14), (4, 15), (5, 14), (5, 15), (6, 13), (7, 13), (6, 14), (6, 15), (7, 14), (7, 15), (4, 16), (5, 16), (6, 16), (7, 16)]",16
"[28, 29, 31, 32]","[(28, 29), (29, 29), (28, 30), (28, 31), (29, 30), (29, 31), (30, 29), (31, 29), (30, 30), (30, 31), (31, 30), (31, 31)]",12
"[6, 14, 9, 17]","[(6, 14), (6, 15), (7, 14), (7, 15), (8, 14), (8, 15), (9, 14), (9, 15), (6, 16), (6, 17), (7, 16), (7, 17), (8, 16), (8, 17), (9, 16), (9, 17)]",16
"[19, 2, 22, 5]","[(19, 2), (19, 3), (19, 4), (19, 5), (20, 2), (20, 3), (21, 2), (21, 3), (22, 2), (22, 3), (20, 4), (20, 5), (21, 4), (21, 5), (22, 4), (22, 5)]",16
"[26, 13, 29, 16]","[(26, 13), (27, 13), (26, 14), (26, 15), (27, 14), (27, 15), (28, 13), (29, 13), (28, 14), (28, 15), (29, 14), (29, 15), (26, 16), (27, 16), (28, 16), (29, 16)]",16
"[17, 24, 20, 27]","[(17, 24), (17, 25), (17, 26), (17, 27), (18, 24), (18, 25), (19, 24), (19, 25), (18, 26), (18, 27), (19, 26), (19, 27), (20, 24), (20, 25), (20, 26), (20, 27)]",16
"[28, 26, 31, 29]","[(28, 26), (28, 27), (29, 26), (29, 27), (30, 26), (30, 27), (31, 26), (31, 27), (28, 28), (28, 29), (29, 28), (29, 29), (30, 28), (30, 29), (31, 28), (31, 29)]",16
"[12, 1, 15, 4]","[(12, 1), (13, 1), (12, 2), (12, 3), (13, 2), (13, 3), (14, 1), (15, 1), (14, 2), (14, 3), (15, 2), (15, 3), (12, 4), (13, 4), (14, 4), (15, 4)]",16
"[5, 7, 8, 10]","[(5, 7), (6, 7), (7, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (7, 8), (7, 9), (6, 10), (7, 10), (8, 7), (8, 8), (8, 9), (8, 10)]",16
"[15, 7, 18, 10]","[(15, 7), (15, 8), (15, 9), (15, 10), (16, 7), (17, 7), (18, 7), (16, 8), (16, 9), (17, 8), (17, 9), (16, 10), (17, 10), (18, 8), (18, 9), (18, 10)]",16
"[4, 26, 7, 29]","[(4, 26), (4, 27), (5, 26), (5, 27), (6, 26), (6, 27), (7, 26), (7, 27), (4, 28), (4, 29), (5, 28), (5, 29), (6, 28), (6, 29), (7, 28), (7, 29)]",16
"[27, 8, 30, 11]","[(27, 8), (27, 9), (27, 10), (27, 11), (28, 8), (28, 9), (29, 8), (29, 9), (28, 10), (28, 11), (29, 10), (29, 11), (30, 8), (30, 9), (30, 10), (30, 11)]",16
"[29, 11, 32, 14]","[(29, 11), (30, 11), (31, 11), (29, 12), (29, 13), (29, 14), (30, 12), (30, 13), (31, 12), (31, 13), (30, 14), (31, 14)]",12
"[10, 13, 13, 16]","[(10, 13), (11, 13), (10, 14), (10, 15), (11, 14), (11, 15), (12, 13), (13, 13), (12, 14), (12, 15), (13, 14), (13, 15), (10, 16), (11, 16), (12, 16), (13, 16)]",16
"[3, 17, 6, 20]","[(3, 17), (3, 18), (3, 19), (3, 20), (4, 17), (5, 17), (4, 18), (4, 19), (5, 18), (5, 19), (6, 17), (6, 18), (6, 19), (4, 20), (5, 20), (6, 20)]",16
"[28, 9, 31, 12]","[(28, 9), (29, 9), (28, 10), (28, 11), (29, 10), (29, 11), (30, 9), (31, 9), (30, 10), (30, 11), (31, 10), (31, 11), (28, 12), (29, 12), (30, 12), (31, 12)]",16
"[19, 17, 22, 20]","[(19, 17), (19, 18), (19, 19), (19, 20), (20, 17), (21, 17), (20, 18), (20, 19), (21, 18), (21, 19), (22, 17), (22, 18), (22, 19), (20, 20), (21, 20), (22, 20)]",16
