SRC_leftright Query: Small,Depth,# Hops,BBoxes,Data Size
"[10330, 100132, 56945, 146747]",1,1,"[8117, 9783, 69337, 219328]",308
"[369871, 308477, 416486, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[246304, 290145, 292919, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[43531, 347798, 90146, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[415211, 15295, 461826, 61910]",1,1,"[69337, 9783, 474275, 219328]",309
"[358781, 31044, 405396, 77659]",1,1,"[69337, 9783, 474275, 219328]",309
"[426291, 55770, 472906, 102385]",1,1,"[69337, 9783, 474275, 219328]",309
"[74892, 214368, 121507, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[209268, 321510, 255883, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[100001, 392947, 146616, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[123398, 349380, 170013, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[295425, 64484, 342040, 111099]",1,1,"[69337, 9783, 474275, 219328]",309
"[23747, 29556, 70362, 76171]",0,0,"[8117, 9783, 474275, 219328]",617
"[214952, 220652, 261567, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[156481, 97853, 203096, 144468]",1,1,"[69337, 9783, 474275, 219328]",309
"[207499, 21906, 254114, 68521]",1,1,"[69337, 9783, 474275, 219328]",309
"[359618, 175284, 406233, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[338464, 228300, 385079, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[280112, 113494, 326727, 160109]",1,1,"[69337, 9783, 474275, 219328]",309
"[277541, 194906, 324156, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[320515, 137124, 367130, 183739]",1,1,"[69337, 9783, 474275, 219328]",309
"[363408, 25023, 410023, 71638]",1,1,"[69337, 9783, 474275, 219328]",309
"[225800, 266300, 272415, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[277025, 338553, 323640, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[33122, 112963, 79737, 159578]",0,0,"[8117, 9783, 474275, 219328]",617
"[185480, 248096, 232095, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[389766, 104607, 436381, 151222]",1,1,"[69337, 9783, 474275, 219328]",309
"[305864, 111506, 352479, 158121]",1,1,"[69337, 9783, 474275, 219328]",309
"[119454, 26823, 166069, 73438]",1,1,"[69337, 9783, 474275, 219328]",309
"[112990, 70602, 159605, 117217]",1,1,"[69337, 9783, 474275, 219328]",309
"[162080, 405186, 208695, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[177746, 181106, 224361, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[392368, 167894, 438983, 214509]",1,1,"[69337, 9783, 474275, 219328]",309
"[424559, 83553, 471174, 130168]",1,1,"[69337, 9783, 474275, 219328]",309
"[102750, 310307, 149365, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[385902, 225741, 432517, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[152668, 37091, 199283, 83706]",1,1,"[69337, 9783, 474275, 219328]",309
"[208702, 426340, 255317, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[66056, 404883, 112671, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[306358, 423700, 352973, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[269050, 93212, 315665, 139827]",1,1,"[69337, 9783, 474275, 219328]",309
"[423550, 207342, 470165, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[419886, 124495, 466501, 171110]",1,1,"[69337, 9783, 474275, 219328]",309
"[223088, 407480, 269703, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[211094, 75612, 257709, 122227]",1,1,"[69337, 9783, 474275, 219328]",309
"[301768, 339380, 348383, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[240146, 334716, 286761, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[369215, 198247, 415830, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[32237, 345405, 78852, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[331515, 283267, 378130, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[127507, 121271, 174122, 167886]",1,1,"[69337, 9783, 474275, 219328]",309
"[277084, 217610, 323699, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[263044, 125686, 309659, 172301]",1,1,"[69337, 9783, 474275, 219328]",309
"[307887, 390242, 354502, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[49137, 291385, 95752, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[66333, 88482, 112948, 135097]",1,1,"[42574, 9783, 114520, 219328]",308
"[94740, 167150, 141355, 213765]",1,1,"[69337, 9783, 474275, 219328]",309
"[22888, 175437, 69503, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[67775, 76905, 114390, 123520]",1,1,"[42574, 9783, 114520, 219328]",308
"[332739, 342425, 379354, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[285080, 332688, 331695, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[422008, 102332, 468623, 148947]",1,1,"[69337, 9783, 474275, 219328]",309
"[294634, 226279, 341249, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[142551, 15037, 189166, 61652]",1,1,"[69337, 9783, 474275, 219328]",309
"[409486, 421569, 456101, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[200233, 80318, 246848, 126933]",1,1,"[69337, 9783, 474275, 219328]",309
"[31441, 278165, 78056, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[121450, 383140, 168065, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[241293, 357849, 287908, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[329566, 149703, 376181, 196318]",1,1,"[69337, 9783, 474275, 219328]",309
"[416805, 226617, 463420, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[414067, 39558, 460682, 86173]",1,1,"[69337, 9783, 474275, 219328]",309
"[402097, 138756, 448712, 185371]",1,1,"[69337, 9783, 474275, 219328]",309
"[317103, 147712, 363718, 194327]",1,1,"[69337, 9783, 474275, 219328]",309
"[109409, 184920, 156024, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[357367, 63182, 403982, 109797]",1,1,"[69337, 9783, 474275, 219328]",309
"[372172, 148675, 418787, 195290]",1,1,"[69337, 9783, 474275, 219328]",309
"[266106, 202681, 312721, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[162167, 38595, 208782, 85210]",1,1,"[69337, 9783, 474275, 219328]",309
"[146981, 373607, 193596, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[64611, 196426, 111226, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[157365, 110227, 203980, 156842]",1,1,"[69337, 9783, 474275, 219328]",309
"[186660, 130066, 233275, 176681]",1,1,"[69337, 9783, 474275, 219328]",309
"[134565, 112586, 181180, 159201]",1,1,"[69337, 9783, 474275, 219328]",309
"[106691, 367280, 153306, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[206535, 71911, 253150, 118526]",1,1,"[69337, 9783, 474275, 219328]",309
"[288575, 139942, 335190, 186557]",1,1,"[69337, 9783, 474275, 219328]",309
"[356663, 96661, 403278, 143276]",1,1,"[69337, 9783, 474275, 219328]",309
"[189698, 212942, 236313, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[22201, 287866, 68816, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[358890, 31045, 405505, 77660]",1,1,"[69337, 9783, 474275, 219328]",309
"[288429, 235512, 335044, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[367211, 65537, 413826, 112152]",1,1,"[69337, 9783, 474275, 219328]",309
"[141254, 379942, 187869, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[113495, 276124, 160110, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[165720, 394240, 212335, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[53110, 62947, 99725, 109562]",1,1,"[42574, 9783, 114520, 219328]",308
"[270326, 229466, 316941, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[361538, 297970, 408153, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[193149, 102209, 239764, 148824]",1,1,"[69337, 9783, 474275, 219328]",309
"[85398, 426239, 132013, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[72032, 158647, 118647, 205262]",1,1,"[69337, 9783, 474275, 219328]",309
"[391717, 426614, 438332, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[395657, 405949, 442272, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[162621, 99327, 209236, 145942]",1,1,"[69337, 9783, 474275, 219328]",309
"[262941, 162503, 309556, 209118]",1,1,"[69337, 9783, 474275, 219328]",309
"[137666, 290703, 184281, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[312342, 369738, 358957, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[134232, 48847, 180847, 95462]",1,1,"[69337, 9783, 474275, 219328]",309
"[258517, 109167, 305132, 155782]",1,1,"[69337, 9783, 474275, 219328]",309
"[195967, 231714, 242582, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[148922, 179930, 195537, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[62274, 423154, 108889, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[81756, 251166, 128371, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[337049, 192268, 383664, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[273744, 76102, 320359, 122717]",1,1,"[69337, 9783, 474275, 219328]",309
"[40988, 409582, 87603, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[249765, 218382, 296380, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[410680, 260885, 457295, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[175308, 327771, 221923, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[171471, 261934, 218086, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[82020, 156704, 128635, 203319]",1,1,"[69337, 9783, 474275, 219328]",309
"[32037, 223427, 78652, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[369858, 427535, 416473, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[42895, 251169, 89510, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[319253, 101184, 365868, 147799]",1,1,"[69337, 9783, 474275, 219328]",309
"[43843, 408086, 90458, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[67312, 214630, 113927, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[129366, 161144, 175981, 207759]",1,1,"[69337, 9783, 474275, 219328]",309
"[336201, 64342, 382816, 110957]",1,1,"[69337, 9783, 474275, 219328]",309
"[231114, 336817, 277729, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[314025, 162941, 360640, 209556]",1,1,"[69337, 9783, 474275, 219328]",309
"[291859, 24437, 338474, 71052]",1,1,"[69337, 9783, 474275, 219328]",309
"[304881, 33827, 351496, 80442]",1,1,"[69337, 9783, 474275, 219328]",309
"[220069, 397046, 266684, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[224333, 282722, 270948, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[200938, 127304, 247553, 173919]",1,1,"[69337, 9783, 474275, 219328]",309
"[414813, 136776, 461428, 183391]",1,1,"[69337, 9783, 474275, 219328]",309
"[93604, 350712, 140219, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[349840, 64945, 396455, 111560]",1,1,"[69337, 9783, 474275, 219328]",309
"[69284, 288768, 115899, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[325444, 84356, 372059, 130971]",1,1,"[69337, 9783, 474275, 219328]",309
"[163281, 195987, 209896, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[262605, 275903, 309220, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[137200, 234652, 183815, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[415700, 86284, 462315, 132899]",1,1,"[69337, 9783, 474275, 219328]",309
"[321735, 322080, 368350, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[106108, 187243, 152723, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[103213, 407001, 149828, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[353260, 19527, 399875, 66142]",1,1,"[69337, 9783, 474275, 219328]",309
"[183620, 86665, 230235, 133280]",1,1,"[69337, 9783, 474275, 219328]",309
"[62042, 277275, 108657, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[173007, 326056, 219622, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[138075, 61694, 184690, 108309]",1,1,"[69337, 9783, 474275, 219328]",309
"[393323, 398720, 439938, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[302725, 62604, 349340, 109219]",1,1,"[69337, 9783, 474275, 219328]",309
"[394102, 366383, 440717, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[258473, 282314, 305088, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[330671, 374111, 377286, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[266844, 158304, 313459, 204919]",1,1,"[69337, 9783, 474275, 219328]",309
"[183829, 331207, 230444, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[55622, 117575, 102237, 164190]",1,1,"[42574, 9783, 114520, 219328]",308
"[29785, 340458, 76400, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[219921, 143870, 266536, 190485]",1,1,"[69337, 9783, 474275, 219328]",309
"[276663, 380701, 323278, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[186406, 123337, 233021, 169952]",1,1,"[69337, 9783, 474275, 219328]",309
"[316550, 186524, 363165, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[144617, 387176, 191232, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[418495, 398611, 465110, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[375579, 42927, 422194, 89542]",1,1,"[69337, 9783, 474275, 219328]",309
"[244130, 427009, 290745, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[74865, 28167, 121480, 74782]",1,1,"[69337, 9783, 474275, 219328]",309
"[360119, 58895, 406734, 105510]",1,1,"[69337, 9783, 474275, 219328]",309
"[238410, 379734, 285025, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[155447, 408062, 202062, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[183634, 141404, 230249, 188019]",1,1,"[69337, 9783, 474275, 219328]",309
"[240730, 17494, 287345, 64109]",1,1,"[69337, 9783, 474275, 219328]",309
"[188088, 392210, 234703, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[176566, 342679, 223181, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[135257, 193121, 181872, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[391227, 197925, 437842, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[196035, 384606, 242650, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[204828, 113679, 251443, 160294]",1,1,"[69337, 9783, 474275, 219328]",309
"[17249, 214584, 63864, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[337617, 312743, 384232, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[290417, 169703, 337032, 216318]",1,1,"[69337, 9783, 474275, 219328]",309
"[218093, 424279, 264708, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[324181, 19656, 370796, 66271]",1,1,"[69337, 9783, 474275, 219328]",309
"[293903, 70411, 340518, 117026]",1,1,"[69337, 9783, 474275, 219328]",309
"[172877, 20803, 219492, 67418]",1,1,"[69337, 9783, 474275, 219328]",309
"[235696, 83287, 282311, 129902]",1,1,"[69337, 9783, 474275, 219328]",309
"[56731, 73671, 103346, 120286]",1,1,"[42574, 9783, 114520, 219328]",308
"[34714, 352266, 81329, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[299793, 161117, 346408, 207732]",1,1,"[69337, 9783, 474275, 219328]",309
"[111397, 403335, 158012, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[351546, 197627, 398161, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[135216, 304463, 181831, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[51558, 408620, 98173, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[125039, 358177, 171654, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[235100, 174517, 281715, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[345892, 340163, 392507, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[373094, 337793, 419709, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[158405, 18988, 205020, 65603]",1,1,"[69337, 9783, 474275, 219328]",309
"[42175, 249729, 88790, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[152311, 339847, 198926, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[208175, 120216, 254790, 166831]",1,1,"[69337, 9783, 474275, 219328]",309
"[92227, 388372, 138842, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[245569, 13813, 292184, 60428]",1,1,"[69337, 9783, 474275, 219328]",309
"[90871, 9783, 137486, 56109]",1,1,"[69337, 9783, 474275, 219328]",309
"[95517, 307939, 142132, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[364511, 34160, 411126, 80775]",1,1,"[69337, 9783, 474275, 219328]",309
"[56262, 202003, 102877, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[410581, 36585, 457196, 83200]",1,1,"[69337, 9783, 474275, 219328]",309
"[358243, 125783, 404858, 172398]",1,1,"[69337, 9783, 474275, 219328]",309
"[126695, 268368, 173310, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[142003, 171744, 188618, 218359]",1,1,"[69337, 9783, 474275, 219328]",309
"[304759, 422715, 351374, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[204484, 394207, 251099, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[351344, 289336, 397959, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[172482, 351261, 219097, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[411543, 374415, 458158, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[268761, 331458, 315376, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[273312, 414755, 319927, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[34306, 135926, 80921, 182541]",0,0,"[8117, 9783, 474275, 219328]",617
"[76226, 396644, 122841, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[119759, 129809, 166374, 176424]",1,1,"[69337, 9783, 474275, 219328]",309
"[59609, 81742, 106224, 128357]",1,1,"[42574, 9783, 114520, 219328]",308
"[63452, 29892, 110067, 76507]",1,1,"[42574, 9783, 114520, 219328]",308
"[322936, 301518, 369551, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[56109, 317431, 102724, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[389027, 330478, 435642, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[235496, 245701, 282111, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[349123, 244000, 395738, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[215458, 15490, 262073, 62105]",1,1,"[69337, 9783, 474275, 219328]",309
"[393997, 331287, 440612, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[407866, 341517, 454481, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[282879, 336182, 329494, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[175248, 376836, 221863, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[281861, 118601, 328476, 165216]",1,1,"[69337, 9783, 474275, 219328]",309
"[74561, 328255, 121176, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[165135, 298532, 211750, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[162205, 360861, 208820, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[218810, 319977, 265425, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[281641, 405231, 328256, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[34484, 248255, 81099, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[307302, 305315, 353917, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[137815, 213981, 184430, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[146482, 299988, 193097, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[355449, 169360, 402064, 215975]",1,1,"[69337, 9783, 474275, 219328]",309
"[395012, 71541, 441627, 118156]",1,1,"[69337, 9783, 474275, 219328]",309
"[172743, 308696, 219358, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[377566, 142171, 424181, 188786]",1,1,"[69337, 9783, 474275, 219328]",309
"[373089, 277457, 419704, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[148209, 245206, 194824, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[242304, 62251, 288919, 108866]",1,1,"[69337, 9783, 474275, 219328]",309
"[315960, 171193, 362575, 217808]",1,1,"[69337, 9783, 474275, 219328]",309
"[177300, 368826, 223915, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[48086, 383620, 94701, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[236560, 186840, 283175, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[397715, 11694, 444330, 58309]",1,1,"[69337, 9783, 474275, 219328]",309
"[64966, 382953, 111581, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[180649, 316842, 227264, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[63406, 300269, 110021, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[111088, 307420, 157703, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[361032, 358223, 407647, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[10746, 17707, 57361, 64322]",1,1,"[8117, 9783, 69337, 219328]",308
"[17596, 170712, 64211, 217327]",1,1,"[8117, 9783, 69337, 219328]",308
"[400670, 250648, 447285, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[65877, 279082, 112492, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[357264, 18587, 403879, 65202]",1,1,"[69337, 9783, 474275, 219328]",309
"[270073, 396491, 316688, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[132120, 151952, 178735, 198567]",1,1,"[69337, 9783, 474275, 219328]",309
"[277969, 166128, 324584, 212743]",1,1,"[69337, 9783, 474275, 219328]",309
"[419316, 146584, 465931, 193199]",1,1,"[69337, 9783, 474275, 219328]",309
