SRC_random Query: Medium,Depth,BBoxes,Data Size
"[52, 34, 64, 46]",4,"[48, 32, 64, 48]",256
"[51, 4, 63, 16]",4,"[48, 0, 64, 16]",256
"[0, 2, 12, 14]",4,"[0, 0, 16, 16]",256
"[38, 0, 50, 12]",2,"[32, 0, 64, 32]",1024
"[49, 8, 61, 20]",4,"[48, 8, 64, 24]",256
"[7, 26, 19, 38]",2,"[0, 16, 32, 48]",1024
"[24, 50, 36, 62]",4,"[24, 48, 40, 64]",256
"[30, 1, 42, 13]",2,"[16, 0, 48, 32]",1024
"[20, 40, 32, 52]",4,"[16, 40, 32, 56]",256
"[52, 8, 64, 20]",4,"[48, 8, 64, 24]",256
"[5, 44, 17, 56]",2,"[0, 32, 32, 64]",1024
"[25, 41, 37, 53]",4,"[24, 40, 40, 56]",256
"[37, 47, 49, 59]",2,"[32, 32, 64, 64]",1024
"[14, 3, 26, 15]",2,"[0, 0, 32, 32]",1024
"[13, 26, 25, 38]",2,"[0, 16, 32, 48]",1024
"[1, 3, 13, 15]",4,"[0, 0, 16, 16]",256
"[38, 50, 50, 62]",2,"[32, 32, 64, 64]",1024
"[25, 8, 37, 20]",4,"[24, 8, 40, 24]",256
"[35, 46, 47, 58]",3,"[32, 32, 48, 64]",512
"[45, 19, 57, 31]",2,"[32, 0, 64, 32]",1024
"[26, 25, 38, 37]",4,"[24, 24, 40, 40]",256
"[34, 3, 46, 15]",4,"[32, 0, 48, 16]",256
"[47, 28, 59, 40]",2,"[32, 16, 64, 48]",1024
"[34, 9, 46, 21]",4,"[32, 8, 48, 24]",256
"[35, 8, 47, 20]",4,"[32, 8, 48, 24]",256
"[41, 13, 53, 25]",3,"[40, 0, 56, 32]",512
"[37, 10, 49, 22]",2,"[32, 0, 64, 32]",1024
"[5, 36, 17, 48]",2,"[0, 16, 32, 48]",1024
"[30, 18, 42, 30]",2,"[16, 0, 48, 32]",1024
"[17, 16, 29, 28]",4,"[16, 16, 32, 32]",256
"[13, 25, 25, 37]",2,"[0, 16, 32, 48]",1024
"[43, 0, 55, 12]",4,"[40, 0, 56, 16]",256
"[40, 3, 52, 15]",4,"[40, 0, 56, 16]",256
"[33, 49, 45, 61]",4,"[32, 48, 48, 64]",256
"[49, 4, 61, 16]",4,"[48, 0, 64, 16]",256
"[0, 40, 12, 52]",4,"[0, 40, 16, 56]",256
"[18, 9, 30, 21]",4,"[16, 8, 32, 24]",256
"[49, 9, 61, 21]",4,"[48, 8, 64, 24]",256
"[48, 32, 60, 44]",4,"[48, 32, 64, 48]",256
"[8, 7, 20, 19]",3,"[8, 0, 24, 32]",512
"[21, 0, 33, 12]",2,"[16, 0, 48, 32]",1024
"[47, 52, 59, 64]",2,"[32, 32, 64, 64]",1024
"[20, 9, 32, 21]",4,"[16, 8, 32, 24]",256
"[21, 37, 33, 49]",2,"[16, 32, 48, 64]",1024
"[48, 4, 60, 16]",4,"[48, 0, 64, 16]",256
"[5, 23, 17, 35]",2,"[0, 16, 32, 48]",1024
"[13, 16, 25, 28]",2,"[0, 0, 32, 32]",1024
"[28, 21, 40, 33]",3,"[24, 16, 40, 48]",512
"[43, 31, 55, 43]",3,"[40, 16, 56, 48]",512
"[30, 34, 42, 46]",2,"[16, 32, 48, 64]",1024
"[33, 5, 45, 17]",3,"[32, 0, 48, 32]",512
"[5, 20, 17, 32]",2,"[0, 16, 32, 48]",1024
"[28, 24, 40, 36]",4,"[24, 24, 40, 40]",256
"[49, 25, 61, 37]",4,"[48, 24, 64, 40]",256
"[34, 30, 46, 42]",3,"[32, 16, 48, 48]",512
"[35, 27, 47, 39]",4,"[32, 24, 48, 40]",256
"[33, 4, 45, 16]",4,"[32, 0, 48, 16]",256
"[14, 9, 26, 21]",2,"[0, 0, 32, 32]",1024
"[41, 25, 53, 37]",4,"[40, 24, 56, 40]",256
"[32, 20, 44, 32]",4,"[32, 16, 48, 32]",256
"[9, 4, 21, 16]",4,"[8, 0, 24, 16]",256
"[9, 9, 21, 21]",4,"[8, 8, 24, 24]",256
"[2, 24, 14, 36]",4,"[0, 24, 16, 40]",256
"[41, 36, 53, 48]",4,"[40, 32, 56, 48]",256
"[7, 42, 19, 54]",2,"[0, 32, 32, 64]",1024
"[4, 33, 16, 45]",4,"[0, 32, 16, 48]",256
"[17, 36, 29, 48]",4,"[16, 32, 32, 48]",256
"[19, 22, 31, 34]",3,"[16, 16, 32, 48]",512
"[42, 46, 54, 58]",3,"[40, 32, 56, 64]",512
"[30, 25, 42, 37]",2,"[16, 16, 48, 48]",1024
"[37, 52, 49, 64]",2,"[32, 32, 64, 64]",1024
"[20, 47, 32, 59]",3,"[16, 32, 32, 64]",512
"[42, 39, 54, 51]",3,"[40, 32, 56, 64]",512
"[29, 32, 41, 44]",2,"[16, 32, 48, 64]",1024
"[22, 14, 34, 26]",2,"[16, 0, 48, 32]",1024
"[49, 32, 61, 44]",4,"[48, 32, 64, 48]",256
"[2, 46, 14, 58]",3,"[0, 32, 16, 64]",512
"[24, 50, 36, 62]",4,"[24, 48, 40, 64]",256
"[23, 21, 35, 33]",2,"[16, 16, 48, 48]",1024
"[50, 32, 62, 44]",4,"[48, 32, 64, 48]",256
"[0, 15, 12, 27]",3,"[0, 0, 16, 32]",512
"[36, 4, 48, 16]",4,"[32, 0, 48, 16]",256
"[30, 7, 42, 19]",2,"[16, 0, 48, 32]",1024
"[23, 27, 35, 39]",2,"[16, 16, 48, 48]",1024
"[49, 39, 61, 51]",3,"[48, 32, 64, 64]",512
"[15, 34, 27, 46]",2,"[0, 16, 32, 48]",1024
"[1, 33, 13, 45]",4,"[0, 32, 16, 48]",256
"[32, 7, 44, 19]",3,"[32, 0, 48, 32]",512
"[2, 36, 14, 48]",4,"[0, 32, 16, 48]",256
"[22, 2, 34, 14]",2,"[16, 0, 48, 32]",1024
"[23, 11, 35, 23]",2,"[16, 0, 48, 32]",1024
"[21, 17, 33, 29]",2,"[16, 0, 48, 32]",1024
"[31, 30, 43, 42]",2,"[16, 16, 48, 48]",1024
"[48, 26, 60, 38]",4,"[48, 24, 64, 40]",256
"[0, 51, 12, 63]",4,"[0, 48, 16, 64]",256
"[41, 49, 53, 61]",4,"[40, 48, 56, 64]",256
"[15, 41, 27, 53]",2,"[0, 32, 32, 64]",1024
"[41, 30, 53, 42]",3,"[40, 16, 56, 48]",512
"[47, 46, 59, 58]",2,"[32, 32, 64, 64]",1024
"[22, 43, 34, 55]",2,"[16, 32, 48, 64]",1024
"[51, 52, 63, 64]",4,"[48, 48, 64, 64]",256
"[50, 46, 62, 58]",3,"[48, 32, 64, 64]",512
"[10, 2, 22, 14]",4,"[8, 0, 24, 16]",256
"[48, 47, 60, 59]",3,"[48, 32, 64, 64]",512
"[30, 33, 42, 45]",2,"[16, 16, 48, 48]",1024
"[42, 10, 54, 22]",4,"[40, 8, 56, 24]",256
"[24, 44, 36, 56]",4,"[24, 40, 40, 56]",256
"[18, 43, 30, 55]",4,"[16, 40, 32, 56]",256
"[37, 30, 49, 42]",2,"[32, 16, 64, 48]",1024
"[13, 1, 25, 13]",2,"[0, 0, 32, 32]",1024
"[45, 29, 57, 41]",2,"[32, 16, 64, 48]",1024
"[39, 38, 51, 50]",2,"[32, 32, 64, 64]",1024
"[52, 42, 64, 54]",4,"[48, 40, 64, 56]",256
"[11, 39, 23, 51]",3,"[8, 32, 24, 64]",512
"[28, 20, 40, 32]",4,"[24, 16, 40, 32]",256
"[37, 20, 49, 32]",2,"[32, 0, 64, 32]",1024
"[27, 36, 39, 48]",4,"[24, 32, 40, 48]",256
"[49, 40, 61, 52]",4,"[48, 40, 64, 56]",256
"[9, 32, 21, 44]",4,"[8, 32, 24, 48]",256
"[27, 25, 39, 37]",4,"[24, 24, 40, 40]",256
"[15, 23, 27, 35]",2,"[0, 16, 32, 48]",1024
"[24, 18, 36, 30]",4,"[24, 16, 40, 32]",256
"[15, 13, 27, 25]",2,"[0, 0, 32, 32]",1024
"[16, 15, 28, 27]",3,"[16, 0, 32, 32]",512
"[34, 37, 46, 49]",3,"[32, 32, 48, 64]",512
"[23, 29, 35, 41]",2,"[16, 16, 48, 48]",1024
"[15, 38, 27, 50]",2,"[0, 32, 32, 64]",1024
"[21, 39, 33, 51]",2,"[16, 32, 48, 64]",1024
"[40, 9, 52, 21]",4,"[40, 8, 56, 24]",256
"[20, 15, 32, 27]",3,"[16, 0, 32, 32]",512
"[9, 48, 21, 60]",4,"[8, 48, 24, 64]",256
"[16, 35, 28, 47]",4,"[16, 32, 32, 48]",256
"[11, 34, 23, 46]",4,"[8, 32, 24, 48]",256
"[45, 45, 57, 57]",2,"[32, 32, 64, 64]",1024
"[38, 7, 50, 19]",2,"[32, 0, 64, 32]",1024
"[28, 30, 40, 42]",3,"[24, 16, 40, 48]",512
"[13, 44, 25, 56]",2,"[0, 32, 32, 64]",1024
"[11, 38, 23, 50]",3,"[8, 32, 24, 64]",512
"[22, 38, 34, 50]",2,"[16, 32, 48, 64]",1024
"[15, 45, 27, 57]",2,"[0, 32, 32, 64]",1024
"[51, 5, 63, 17]",3,"[48, 0, 64, 32]",512
"[34, 31, 46, 43]",3,"[32, 16, 48, 48]",512
"[13, 18, 25, 30]",2,"[0, 0, 32, 32]",1024
"[24, 17, 36, 29]",4,"[24, 16, 40, 32]",256
"[32, 12, 44, 24]",4,"[32, 8, 48, 24]",256
"[22, 26, 34, 38]",2,"[16, 16, 48, 48]",1024
"[20, 46, 32, 58]",3,"[16, 32, 32, 64]",512
"[1, 2, 13, 14]",4,"[0, 0, 16, 16]",256
"[12, 12, 24, 24]",4,"[8, 8, 24, 24]",256
"[38, 10, 50, 22]",2,"[32, 0, 64, 32]",1024
"[35, 29, 47, 41]",3,"[32, 16, 48, 48]",512
"[5, 16, 17, 28]",2,"[0, 16, 32, 48]",1024
"[32, 18, 44, 30]",4,"[32, 16, 48, 32]",256
"[44, 31, 56, 43]",3,"[40, 16, 56, 48]",512
"[26, 52, 38, 64]",4,"[24, 48, 40, 64]",256
"[20, 43, 32, 55]",4,"[16, 40, 32, 56]",256
"[47, 44, 59, 56]",2,"[32, 32, 64, 64]",1024
"[44, 24, 56, 36]",4,"[40, 24, 56, 40]",256
"[3, 7, 15, 19]",3,"[0, 0, 16, 32]",512
"[3, 21, 15, 33]",3,"[0, 16, 16, 48]",512
"[10, 48, 22, 60]",4,"[8, 48, 24, 64]",256
"[17, 39, 29, 51]",3,"[16, 32, 32, 64]",512
"[46, 35, 58, 47]",2,"[32, 16, 64, 48]",1024
"[28, 19, 40, 31]",4,"[24, 16, 40, 32]",256
"[35, 26, 47, 38]",4,"[32, 24, 48, 40]",256
"[30, 23, 42, 35]",2,"[16, 16, 48, 48]",1024
"[14, 43, 26, 55]",2,"[0, 32, 32, 64]",1024
"[5, 46, 17, 58]",2,"[0, 32, 32, 64]",1024
"[5, 50, 17, 62]",2,"[0, 32, 32, 64]",1024
"[40, 5, 52, 17]",3,"[40, 0, 56, 32]",512
"[32, 1, 44, 13]",4,"[32, 0, 48, 16]",256
"[42, 37, 54, 49]",3,"[40, 32, 56, 64]",512
"[32, 21, 44, 33]",3,"[32, 16, 48, 48]",512
"[46, 52, 58, 64]",2,"[32, 32, 64, 64]",1024
"[38, 6, 50, 18]",2,"[32, 0, 64, 32]",1024
"[36, 15, 48, 27]",3,"[32, 0, 48, 32]",512
"[1, 2, 13, 14]",4,"[0, 0, 16, 16]",256
"[50, 6, 62, 18]",3,"[48, 0, 64, 32]",512
"[52, 46, 64, 58]",3,"[48, 32, 64, 64]",512
"[19, 5, 31, 17]",3,"[16, 0, 32, 32]",512
"[52, 37, 64, 49]",3,"[48, 32, 64, 64]",512
"[25, 45, 37, 57]",3,"[24, 32, 40, 64]",512
"[8, 49, 20, 61]",4,"[8, 48, 24, 64]",256
"[36, 39, 48, 51]",3,"[32, 32, 48, 64]",512
"[33, 12, 45, 24]",4,"[32, 8, 48, 24]",256
"[17, 18, 29, 30]",4,"[16, 16, 32, 32]",256
"[10, 11, 22, 23]",4,"[8, 8, 24, 24]",256
"[37, 14, 49, 26]",2,"[32, 0, 64, 32]",1024
"[8, 8, 20, 20]",4,"[8, 8, 24, 24]",256
"[14, 16, 26, 28]",2,"[0, 16, 32, 48]",1024
"[31, 50, 43, 62]",2,"[16, 32, 48, 64]",1024
"[19, 9, 31, 21]",4,"[16, 8, 32, 24]",256
"[47, 39, 59, 51]",2,"[32, 32, 64, 64]",1024
"[17, 13, 29, 25]",3,"[16, 0, 32, 32]",512
"[5, 8, 17, 20]",2,"[0, 0, 32, 32]",1024
"[42, 26, 54, 38]",4,"[40, 24, 56, 40]",256
"[11, 12, 23, 24]",4,"[8, 8, 24, 24]",256
"[37, 1, 49, 13]",2,"[32, 0, 64, 32]",1024
"[22, 34, 34, 46]",2,"[16, 16, 48, 48]",1024
"[42, 30, 54, 42]",3,"[40, 16, 56, 48]",512
"[43, 8, 55, 20]",4,"[40, 8, 56, 24]",256
"[48, 52, 60, 64]",4,"[48, 48, 64, 64]",256
"[47, 17, 59, 29]",2,"[32, 16, 64, 48]",1024
"[5, 46, 17, 58]",2,"[0, 32, 32, 64]",1024
"[44, 39, 56, 51]",3,"[40, 32, 56, 64]",512
"[44, 17, 56, 29]",4,"[40, 16, 56, 32]",256
"[50, 38, 62, 50]",3,"[48, 32, 64, 64]",512
"[47, 14, 59, 26]",2,"[32, 0, 64, 32]",1024
"[0, 9, 12, 21]",4,"[0, 8, 16, 24]",256
"[52, 13, 64, 25]",3,"[48, 0, 64, 32]",512
"[47, 36, 59, 48]",2,"[32, 32, 64, 64]",1024
"[43, 0, 55, 12]",4,"[40, 0, 56, 16]",256
"[26, 8, 38, 20]",4,"[24, 8, 40, 24]",256
"[9, 31, 21, 43]",3,"[8, 16, 24, 48]",512
"[34, 2, 46, 14]",4,"[32, 0, 48, 16]",256
"[32, 20, 44, 32]",4,"[32, 16, 48, 32]",256
"[14, 42, 26, 54]",2,"[0, 32, 32, 64]",1024
"[11, 29, 23, 41]",3,"[8, 16, 24, 48]",512
"[20, 42, 32, 54]",4,"[16, 40, 32, 56]",256
"[28, 14, 40, 26]",3,"[24, 0, 40, 32]",512
"[41, 40, 53, 52]",4,"[40, 40, 56, 56]",256
"[46, 17, 58, 29]",2,"[32, 0, 64, 32]",1024
"[43, 45, 55, 57]",3,"[40, 32, 56, 64]",512
"[12, 6, 24, 18]",3,"[8, 0, 24, 32]",512
"[22, 31, 34, 43]",2,"[16, 16, 48, 48]",1024
"[17, 22, 29, 34]",3,"[16, 16, 32, 48]",512
"[34, 37, 46, 49]",3,"[32, 32, 48, 64]",512
"[18, 13, 30, 25]",3,"[16, 0, 32, 32]",512
"[18, 35, 30, 47]",4,"[16, 32, 32, 48]",256
"[25, 4, 37, 16]",4,"[24, 0, 40, 16]",256
"[11, 24, 23, 36]",4,"[8, 24, 24, 40]",256
"[7, 37, 19, 49]",2,"[0, 32, 32, 64]",1024
"[41, 6, 53, 18]",3,"[40, 0, 56, 32]",512
"[33, 8, 45, 20]",4,"[32, 8, 48, 24]",256
"[45, 29, 57, 41]",2,"[32, 16, 64, 48]",1024
"[9, 27, 21, 39]",4,"[8, 24, 24, 40]",256
"[16, 46, 28, 58]",3,"[16, 32, 32, 64]",512
"[34, 12, 46, 24]",4,"[32, 8, 48, 24]",256
"[48, 50, 60, 62]",4,"[48, 48, 64, 64]",256
"[11, 47, 23, 59]",3,"[8, 32, 24, 64]",512
"[4, 16, 16, 28]",4,"[0, 16, 16, 32]",256
"[28, 20, 40, 32]",4,"[24, 16, 40, 32]",256
"[24, 32, 36, 44]",4,"[24, 32, 40, 48]",256
"[3, 22, 15, 34]",3,"[0, 16, 16, 48]",512
"[24, 47, 36, 59]",3,"[24, 32, 40, 64]",512
"[46, 24, 58, 36]",2,"[32, 16, 64, 48]",1024
"[35, 8, 47, 20]",4,"[32, 8, 48, 24]",256
"[49, 45, 61, 57]",3,"[48, 32, 64, 64]",512
"[45, 34, 57, 46]",2,"[32, 16, 64, 48]",1024
"[36, 9, 48, 21]",4,"[32, 8, 48, 24]",256
"[41, 2, 53, 14]",4,"[40, 0, 56, 16]",256
"[19, 39, 31, 51]",3,"[16, 32, 32, 64]",512
"[28, 33, 40, 45]",4,"[24, 32, 40, 48]",256
"[48, 36, 60, 48]",4,"[48, 32, 64, 48]",256
"[26, 13, 38, 25]",3,"[24, 0, 40, 32]",512
"[29, 13, 41, 25]",2,"[16, 0, 48, 32]",1024
"[25, 5, 37, 17]",3,"[24, 0, 40, 32]",512
"[6, 34, 18, 46]",2,"[0, 32, 32, 64]",1024
"[25, 7, 37, 19]",3,"[24, 0, 40, 32]",512
"[32, 43, 44, 55]",4,"[32, 40, 48, 56]",256
"[29, 47, 41, 59]",2,"[16, 32, 48, 64]",1024
"[41, 10, 53, 22]",4,"[40, 8, 56, 24]",256
"[2, 12, 14, 24]",4,"[0, 8, 16, 24]",256
"[14, 15, 26, 27]",2,"[0, 0, 32, 32]",1024
"[6, 38, 18, 50]",2,"[0, 32, 32, 64]",1024
"[24, 26, 36, 38]",4,"[24, 24, 40, 40]",256
"[4, 35, 16, 47]",4,"[0, 32, 16, 48]",256
"[13, 33, 25, 45]",2,"[0, 16, 32, 48]",1024
"[12, 13, 24, 25]",3,"[8, 0, 24, 32]",512
"[31, 5, 43, 17]",2,"[16, 0, 48, 32]",1024
"[12, 6, 24, 18]",3,"[8, 0, 24, 32]",512
"[32, 8, 44, 20]",4,"[32, 8, 48, 24]",256
"[38, 12, 50, 24]",2,"[32, 0, 64, 32]",1024
"[35, 36, 47, 48]",4,"[32, 32, 48, 48]",256
"[33, 40, 45, 52]",4,"[32, 40, 48, 56]",256
"[39, 27, 51, 39]",2,"[32, 16, 64, 48]",1024
"[38, 25, 50, 37]",2,"[32, 16, 64, 48]",1024
"[41, 16, 53, 28]",4,"[40, 16, 56, 32]",256
"[43, 51, 55, 63]",4,"[40, 48, 56, 64]",256
"[30, 40, 42, 52]",2,"[16, 32, 48, 64]",1024
"[40, 38, 52, 50]",3,"[40, 32, 56, 64]",512
"[50, 1, 62, 13]",4,"[48, 0, 64, 16]",256
"[22, 22, 34, 34]",2,"[16, 16, 48, 48]",1024
"[49, 50, 61, 62]",4,"[48, 48, 64, 64]",256
"[13, 44, 25, 56]",2,"[0, 32, 32, 64]",1024
"[41, 2, 53, 14]",4,"[40, 0, 56, 16]",256
"[12, 28, 24, 40]",4,"[8, 24, 24, 40]",256
"[13, 33, 25, 45]",2,"[0, 32, 32, 64]",1024
"[43, 13, 55, 25]",3,"[40, 0, 56, 32]",512
"[52, 0, 64, 12]",4,"[48, 0, 64, 16]",256
"[9, 15, 21, 27]",3,"[8, 0, 24, 32]",512
"[29, 30, 41, 42]",2,"[16, 16, 48, 48]",1024
"[5, 38, 17, 50]",2,"[0, 32, 32, 64]",1024
"[17, 41, 29, 53]",4,"[16, 40, 32, 56]",256
"[18, 25, 30, 37]",4,"[16, 24, 32, 40]",256
"[21, 47, 33, 59]",2,"[16, 32, 48, 64]",1024
"[46, 42, 58, 54]",2,"[32, 32, 64, 64]",1024
"[45, 19, 57, 31]",2,"[32, 16, 64, 48]",1024
"[42, 5, 54, 17]",3,"[40, 0, 56, 32]",512
"[39, 7, 51, 19]",2,"[32, 0, 64, 32]",1024
"[52, 31, 64, 43]",3,"[48, 16, 64, 48]",512
"[23, 39, 35, 51]",2,"[16, 32, 48, 64]",1024
"[39, 41, 51, 53]",2,"[32, 32, 64, 64]",1024
"[5, 14, 17, 26]",2,"[0, 0, 32, 32]",1024
"[8, 26, 20, 38]",4,"[8, 24, 24, 40]",256
"[15, 1, 27, 13]",2,"[0, 0, 32, 32]",1024
"[31, 18, 43, 30]",2,"[16, 0, 48, 32]",1024
"[9, 33, 21, 45]",4,"[8, 32, 24, 48]",256
"[40, 23, 52, 35]",3,"[40, 16, 56, 48]",512
"[47, 43, 59, 55]",2,"[32, 32, 64, 64]",1024
"[9, 7, 21, 19]",3,"[8, 0, 24, 32]",512
"[32, 20, 44, 32]",4,"[32, 16, 48, 32]",256
"[20, 43, 32, 55]",4,"[16, 40, 32, 56]",256
"[46, 4, 58, 16]",2,"[32, 0, 64, 32]",1024
"[23, 51, 35, 63]",2,"[16, 32, 48, 64]",1024
"[12, 12, 24, 24]",4,"[8, 8, 24, 24]",256
"[18, 33, 30, 45]",4,"[16, 32, 32, 48]",256
"[44, 27, 56, 39]",4,"[40, 24, 56, 40]",256
"[41, 46, 53, 58]",3,"[40, 32, 56, 64]",512
"[47, 24, 59, 36]",2,"[32, 16, 64, 48]",1024
"[25, 2, 37, 14]",4,"[24, 0, 40, 16]",256
"[9, 28, 21, 40]",4,"[8, 24, 24, 40]",256
"[4, 18, 16, 30]",4,"[0, 16, 16, 32]",256
"[40, 42, 52, 54]",4,"[40, 40, 56, 56]",256
"[9, 33, 21, 45]",4,"[8, 32, 24, 48]",256
"[12, 38, 24, 50]",3,"[8, 32, 24, 64]",512
"[31, 22, 43, 34]",2,"[16, 16, 48, 48]",1024
"[9, 37, 21, 49]",3,"[8, 32, 24, 64]",512
"[9, 36, 21, 48]",4,"[8, 32, 24, 48]",256
"[27, 16, 39, 28]",4,"[24, 16, 40, 32]",256
"[47, 13, 59, 25]",2,"[32, 0, 64, 32]",1024
"[7, 10, 19, 22]",2,"[0, 0, 32, 32]",1024
"[8, 28, 20, 40]",4,"[8, 24, 24, 40]",256
"[34, 27, 46, 39]",4,"[32, 24, 48, 40]",256
"[11, 2, 23, 14]",4,"[8, 0, 24, 16]",256
"[19, 48, 31, 60]",4,"[16, 48, 32, 64]",256
"[30, 36, 42, 48]",2,"[16, 16, 48, 48]",1024
"[5, 43, 17, 55]",2,"[0, 32, 32, 64]",1024
"[23, 41, 35, 53]",2,"[16, 32, 48, 64]",1024
"[6, 6, 18, 18]",2,"[0, 0, 32, 32]",1024
"[31, 15, 43, 27]",2,"[16, 0, 48, 32]",1024
"[33, 2, 45, 14]",4,"[32, 0, 48, 16]",256
"[1, 45, 13, 57]",3,"[0, 32, 16, 64]",512
"[43, 51, 55, 63]",4,"[40, 48, 56, 64]",256
"[37, 5, 49, 17]",2,"[32, 0, 64, 32]",1024
"[29, 52, 41, 64]",2,"[16, 32, 48, 64]",1024
"[16, 47, 28, 59]",3,"[16, 32, 32, 64]",512
"[37, 16, 49, 28]",2,"[32, 16, 64, 48]",1024
"[44, 35, 56, 47]",4,"[40, 32, 56, 48]",256
"[50, 24, 62, 36]",4,"[48, 24, 64, 40]",256
"[10, 15, 22, 27]",3,"[8, 0, 24, 32]",512
"[40, 7, 52, 19]",3,"[40, 0, 56, 32]",512
"[43, 52, 55, 64]",4,"[40, 48, 56, 64]",256
"[37, 46, 49, 58]",2,"[32, 32, 64, 64]",1024
"[49, 33, 61, 45]",4,"[48, 32, 64, 48]",256
"[10, 31, 22, 43]",3,"[8, 16, 24, 48]",512
"[41, 40, 53, 52]",4,"[40, 40, 56, 56]",256
"[15, 0, 27, 12]",2,"[0, 0, 32, 32]",1024
"[14, 9, 26, 21]",2,"[0, 0, 32, 32]",1024
"[45, 38, 57, 50]",2,"[32, 32, 64, 64]",1024
"[43, 49, 55, 61]",4,"[40, 48, 56, 64]",256
"[9, 40, 21, 52]",4,"[8, 40, 24, 56]",256
"[9, 48, 21, 60]",4,"[8, 48, 24, 64]",256
"[51, 52, 63, 64]",4,"[48, 48, 64, 64]",256
"[37, 39, 49, 51]",2,"[32, 32, 64, 64]",1024
"[11, 4, 23, 16]",4,"[8, 0, 24, 16]",256
"[6, 17, 18, 29]",2,"[0, 16, 32, 48]",1024
"[6, 17, 18, 29]",2,"[0, 16, 32, 48]",1024
"[39, 29, 51, 41]",2,"[32, 16, 64, 48]",1024
"[36, 49, 48, 61]",4,"[32, 48, 48, 64]",256
"[16, 37, 28, 49]",3,"[16, 32, 32, 64]",512
"[26, 2, 38, 14]",4,"[24, 0, 40, 16]",256
"[45, 4, 57, 16]",2,"[32, 0, 64, 32]",1024
"[9, 52, 21, 64]",4,"[8, 48, 24, 64]",256
"[28, 3, 40, 15]",4,"[24, 0, 40, 16]",256
"[22, 21, 34, 33]",2,"[16, 16, 48, 48]",1024
"[16, 40, 28, 52]",4,"[16, 40, 32, 56]",256
"[26, 24, 38, 36]",4,"[24, 24, 40, 40]",256
"[1, 18, 13, 30]",4,"[0, 16, 16, 32]",256
"[41, 15, 53, 27]",3,"[40, 0, 56, 32]",512
"[13, 49, 25, 61]",2,"[0, 32, 32, 64]",1024
"[5, 37, 17, 49]",2,"[0, 32, 32, 64]",1024
"[46, 9, 58, 21]",2,"[32, 0, 64, 32]",1024
"[15, 33, 27, 45]",2,"[0, 32, 32, 64]",1024
"[13, 28, 25, 40]",2,"[0, 16, 32, 48]",1024
"[20, 0, 32, 12]",4,"[16, 0, 32, 16]",256
"[48, 16, 60, 28]",4,"[48, 16, 64, 32]",256
"[26, 37, 38, 49]",3,"[24, 32, 40, 64]",512
"[33, 35, 45, 47]",4,"[32, 32, 48, 48]",256
"[8, 45, 20, 57]",3,"[8, 32, 24, 64]",512
"[21, 45, 33, 57]",2,"[16, 32, 48, 64]",1024
"[36, 41, 48, 53]",4,"[32, 40, 48, 56]",256
"[34, 24, 46, 36]",4,"[32, 24, 48, 40]",256
"[12, 19, 24, 31]",4,"[8, 16, 24, 32]",256
"[6, 28, 18, 40]",2,"[0, 16, 32, 48]",1024
"[41, 40, 53, 52]",4,"[40, 40, 56, 56]",256
"[17, 15, 29, 27]",3,"[16, 0, 32, 32]",512
"[51, 41, 63, 53]",4,"[48, 40, 64, 56]",256
"[16, 49, 28, 61]",4,"[16, 48, 32, 64]",256
"[19, 5, 31, 17]",3,"[16, 0, 32, 32]",512
"[23, 9, 35, 21]",2,"[16, 0, 48, 32]",1024
"[28, 1, 40, 13]",4,"[24, 0, 40, 16]",256
"[24, 41, 36, 53]",4,"[24, 40, 40, 56]",256
"[28, 3, 40, 15]",4,"[24, 0, 40, 16]",256
"[40, 49, 52, 61]",4,"[40, 48, 56, 64]",256
"[49, 18, 61, 30]",4,"[48, 16, 64, 32]",256
"[32, 39, 44, 51]",3,"[32, 32, 48, 64]",512
"[49, 27, 61, 39]",4,"[48, 24, 64, 40]",256
"[29, 39, 41, 51]",2,"[16, 32, 48, 64]",1024
"[36, 47, 48, 59]",3,"[32, 32, 48, 64]",512
"[33, 12, 45, 24]",4,"[32, 8, 48, 24]",256
"[10, 0, 22, 12]",4,"[8, 0, 24, 16]",256
"[17, 6, 29, 18]",3,"[16, 0, 32, 32]",512
"[24, 45, 36, 57]",3,"[24, 32, 40, 64]",512
"[16, 12, 28, 24]",4,"[16, 8, 32, 24]",256
"[31, 30, 43, 42]",2,"[16, 16, 48, 48]",1024
"[16, 32, 28, 44]",4,"[16, 32, 32, 48]",256
"[25, 8, 37, 20]",4,"[24, 8, 40, 24]",256
"[38, 31, 50, 43]",2,"[32, 16, 64, 48]",1024
"[17, 11, 29, 23]",4,"[16, 8, 32, 24]",256
"[44, 0, 56, 12]",4,"[40, 0, 56, 16]",256
"[13, 21, 25, 33]",2,"[0, 16, 32, 48]",1024
"[16, 45, 28, 57]",3,"[16, 32, 32, 64]",512
"[45, 52, 57, 64]",2,"[32, 32, 64, 64]",1024
"[6, 42, 18, 54]",2,"[0, 32, 32, 64]",1024
"[1, 27, 13, 39]",4,"[0, 24, 16, 40]",256
"[19, 20, 31, 32]",4,"[16, 16, 32, 32]",256
"[39, 46, 51, 58]",2,"[32, 32, 64, 64]",1024
"[12, 21, 24, 33]",3,"[8, 16, 24, 48]",512
"[26, 49, 38, 61]",4,"[24, 48, 40, 64]",256
"[8, 41, 20, 53]",4,"[8, 40, 24, 56]",256
